chunk_info,implementation,n_features,n_neighbors,n_samples_test,n_samples_train,throughput,time_elapsed,trial
"(4096, 25)",Parallel on X_test,100.0,100.0,100000.0,1000.0,0.02439311558653669,3.31241,4.0
"(0, nan)",sklearn,500.0,1.0,100000.0,1000.0,0.13633265167007497,2.96334,0.0
"(0, nan)",sklearn,500.0,10.0,100000.0,1000.0,0.09708201267352809,4.16143,0.0
"(0, nan)",sklearn,500.0,100.0,100000.0,1000.0,0.08045532936898327,5.02142,0.0
"(0, nan)",daal4py,500.0,1.0,100000.0,1000.0,0.2084182396912934,1.93841,0.0
"(0, nan)",daal4py,500.0,10.0,100000.0,1000.0,0.18831689444931293,2.14532,0.0
"(0, nan)",daal4py,500.0,100.0,100000.0,1000.0,0.11143413525456079,3.62546,0.0
"(128, 8)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.12376844272339592,3.26416,0.0
"(256, 4)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.16306365940683576,2.47756,0.0
"(512, 2)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.19340322657858203,2.0889,0.0
"(1024, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.111854036020322,3.61185,0.0
"(2048, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.11607661056297157,3.48046,0.0
"(4096, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.11468475884974592,3.5227,0.0
"(128, 8)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.05710279634089804,7.07496,0.0
"(256, 4)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.0908287675390575,4.44793,0.0
"(512, 2)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.12261075939762912,3.29498,0.0
"(1024, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.08691293432264921,4.64833,0.0
"(2048, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.0958324734503723,4.21569,0.0
"(4096, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.10141682314311821,3.98356,0.0
"(128, 8)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.0018886260395156666,213.91212,0.0
"(256, 4)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.0037065519176910605,108.99618,0.0
"(512, 2)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.007115239045613966,56.77954,0.0
"(1024, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.009032803610080698,44.72587,0.0
"(2048, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.01603730181130209,25.19127,0.0
"(4096, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.026043664395152013,15.51241,0.0
"(128, 782)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.17846335979361863,2.26377,0.0
"(256, 391)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.20851290044541246,1.93753,0.0
"(512, 196)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.22298882296122532,1.81175,0.0
"(1024, 98)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.11980558282154011,3.37213,0.0
"(2048, 49)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.11994359088547465,3.36825,0.0
"(4096, 25)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.1175453960901608,3.43697,0.0
"(128, 782)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.1695818799242758,2.38233,0.0
"(256, 391)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.19743047173176823,2.04629,0.0
"(512, 196)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.2119322026785293,1.90627,0.0
"(1024, 98)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.11350450787086333,3.55933,0.0
"(2048, 49)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.11205258705570734,3.60545,0.0
"(4096, 25)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.10941837632879681,3.69225,0.0
"(128, 782)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.1155315595616664,3.49688,0.0
"(256, 391)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.12690195881340385,3.18356,0.0
"(512, 196)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.13377306260844227,3.02004,0.0
"(1024, 98)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.07115031031397717,5.67812,0.0
"(2048, 49)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.07068436108510992,5.71555,0.0
"(4096, 25)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.06990260352592885,5.77947,0.0
"(0, nan)",sklearn,500.0,1.0,100000.0,1000.0,0.1375183386150814,2.93779,1.0
"(0, nan)",sklearn,500.0,10.0,100000.0,1000.0,0.10255472970228666,3.93936,1.0
"(0, nan)",sklearn,500.0,100.0,100000.0,1000.0,0.08369986554155263,4.82677,1.0
"(0, nan)",daal4py,500.0,1.0,100000.0,1000.0,0.2076768466018619,1.94533,1.0
"(0, nan)",daal4py,500.0,10.0,100000.0,1000.0,0.18994245307857224,2.12696,1.0
"(0, nan)",daal4py,500.0,100.0,100000.0,1000.0,0.1106367363258197,3.65159,1.0
"(128, 8)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.12496984019945681,3.23278,1.0
"(256, 4)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.16244667205474936,2.48697,1.0
"(512, 2)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.18834674449179015,2.14498,1.0
"(1024, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.11218825411194942,3.60109,1.0
"(2048, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.11496640647454376,3.51407,1.0
"(4096, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.11471080950623243,3.5219,1.0
"(128, 8)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.05643254146185426,7.15899,1.0
"(256, 4)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.08991484796823601,4.49314,1.0
"(512, 2)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.12641987670932817,3.1957,1.0
"(1024, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.08638957850866782,4.67649,1.0
"(2048, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.09691154422788605,4.16875,1.0
"(4096, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.10283980409526428,3.92844,1.0
"(128, 8)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.00189119354956947,213.62171,1.0
"(256, 4)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.0037202901678992733,108.59368,1.0
"(512, 2)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.007184466330194161,56.23243,1.0
"(1024, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.009091972958131914,44.4348,1.0
"(2048, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.01597698681147195,25.28637,1.0
"(4096, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.025913548809195462,15.5903,1.0
"(128, 782)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.17696091529091235,2.28299,1.0
"(256, 391)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.2007912367547365,2.01204,1.0
"(512, 196)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.2199621055382538,1.83668,1.0
"(1024, 98)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.11812002046634018,3.42025,1.0
"(2048, 49)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.11826282449094294,3.41612,1.0
"(4096, 25)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.11620949926362296,3.47648,1.0
"(128, 782)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.16855104509992072,2.3969,1.0
"(256, 391)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.19396965623199539,2.0828,1.0
"(512, 196)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.2113269133193495,1.91173,1.0
"(1024, 98)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.11241864257271732,3.59371,1.0
"(2048, 49)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.11320553810459183,3.56873,1.0
"(4096, 25)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.11102164647300167,3.63893,1.0
"(128, 782)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.1157636244330018,3.48987,1.0
"(256, 391)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.12755665852072165,3.16722,1.0
"(512, 196)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.13618742625990224,2.9665,1.0
"(1024, 98)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.07035385901365283,5.7424,1.0
"(2048, 49)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.06995101697351037,5.77547,1.0
"(4096, 25)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.06952535180000102,5.81083,1.0
"(0, nan)",sklearn,500.0,1.0,100000.0,1000.0,0.13765844350551995,2.9348,2.0
"(0, nan)",sklearn,500.0,10.0,100000.0,1000.0,0.1017055824784442,3.97225,2.0
"(0, nan)",sklearn,500.0,100.0,100000.0,1000.0,0.08445098498277534,4.78384,2.0
"(0, nan)",daal4py,500.0,1.0,100000.0,1000.0,0.20779220779220778,1.94425,2.0
"(0, nan)",daal4py,500.0,10.0,100000.0,1000.0,0.18997818072379807,2.12656,2.0
"(0, nan)",daal4py,500.0,100.0,100000.0,1000.0,0.11045705708497265,3.65753,2.0
"(128, 8)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.12396935133957476,3.25887,2.0
"(256, 4)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.16654299612498968,2.4258,2.0
"(512, 2)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.19570040399538846,2.06438,2.0
"(1024, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.11370320648671163,3.55311,2.0
"(2048, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.11743435012877083,3.44022,2.0
"(4096, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.11700919854491532,3.45272,2.0
"(128, 8)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.05714318044232217,7.06996,2.0
"(256, 4)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.08997231792297569,4.49027,2.0
"(512, 2)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.12215993275156177,3.30714,2.0
"(1024, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.08785072335502782,4.59871,2.0
"(2048, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.09757369954063076,4.14046,2.0
"(4096, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.10204571344856415,3.95901,2.0
"(128, 8)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.0018940350226766154,213.30123,2.0
"(256, 4)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.003732566765133133,108.23651,2.0
"(512, 2)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.007152505944192749,56.4837,2.0
"(1024, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.009079941241093117,44.49368,2.0
"(2048, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.016185761257617625,24.96021,2.0
"(4096, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.026175279780697804,15.43441,2.0
"(128, 782)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.17766832314525705,2.2739,2.0
"(256, 391)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.2112374120279837,1.91254,2.0
"(512, 196)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.22715005397625046,1.77856,2.0
"(1024, 98)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.12016621009455652,3.36201,2.0
"(2048, 49)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.12130237920805159,3.33052,2.0
"(4096, 25)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.11831512237122248,3.41461,2.0
"(128, 782)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.16886667056787688,2.39242,2.0
"(256, 391)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.19665109034267914,2.0544,2.0
"(512, 196)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.207351748632197,1.94838,2.0
"(1024, 98)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.11149102690410943,3.62361,2.0
"(2048, 49)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.11195074167366359,3.60873,2.0
"(4096, 25)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.11009344317243522,3.66961,2.0
"(128, 782)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.11432322912186177,3.53384,2.0
"(256, 391)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.12407214611030752,3.25617,2.0
"(512, 196)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.1339189525151239,3.01675,2.0
"(1024, 98)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.07118842377552387,5.67508,2.0
"(2048, 49)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.07067521066985755,5.71629,2.0
"(4096, 25)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.07044672640688565,5.73483,2.0
"(0, nan)",sklearn,500.0,1.0,100000.0,1000.0,0.13754127940625746,2.9373,3.0
"(0, nan)",sklearn,500.0,10.0,100000.0,1000.0,0.09959201784767845,4.05655,3.0
"(0, nan)",sklearn,500.0,100.0,100000.0,1000.0,0.08386162002382999,4.81746,3.0
"(0, nan)",daal4py,500.0,1.0,100000.0,1000.0,0.20978512602685664,1.92578,3.0
"(0, nan)",daal4py,500.0,10.0,100000.0,1000.0,0.1931074040437838,2.0921,3.0
"(0, nan)",daal4py,500.0,100.0,100000.0,1000.0,0.11080545140879257,3.64603,3.0
"(128, 8)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.12528957708565278,3.22453,3.0
"(256, 4)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.16132767887805385,2.50422,3.0
"(512, 2)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.18864664708601633,2.14157,3.0
"(1024, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.11204171057740309,3.6058,3.0
"(2048, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.1145134454091163,3.52797,3.0
"(4096, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.11492552598340976,3.51532,3.0
"(128, 8)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.05704546834470713,7.08207,3.0
"(256, 4)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.09017736369602193,4.48006,3.0
"(512, 2)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.12753209610364194,3.16783,3.0
"(1024, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.08763215319141551,4.61018,3.0
"(2048, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.09841872294398658,4.10491,3.0
"(4096, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.1031957475178102,3.91489,3.0
"(128, 8)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.0018959771213754807,213.08274,3.0
"(256, 4)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.00371937568253766,108.62038,3.0
"(512, 2)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.00718660828911227,56.21567,3.0
"(1024, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.00917020953020835,44.0557,3.0
"(2048, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.016222821253020197,24.90319,3.0
"(4096, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.0262486632023629,15.39126,3.0
"(128, 782)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.17552320251641187,2.30169,3.0
"(256, 391)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.20279801017001903,1.99213,3.0
"(512, 196)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.21989625686495431,1.83723,3.0
"(1024, 98)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.1188696788164817,3.39868,3.0
"(2048, 49)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.11945099848025215,3.38214,3.0
"(4096, 25)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.11720166519197574,3.44705,3.0
"(128, 782)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.1683340347251447,2.39999,3.0
"(256, 391)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.1911078103491502,2.11399,3.0
"(512, 196)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.20931557950365265,1.9301,3.0
"(1024, 98)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.11286902443726131,3.57937,3.0
"(2048, 49)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.11356002237469748,3.55759,3.0
"(4096, 25)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.1112947658402204,3.63,3.0
"(128, 782)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.11498800310809158,3.51341,3.0
"(256, 391)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.12846032038767036,3.14494,3.0
"(512, 196)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.13552817409331985,2.98093,3.0
"(1024, 98)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.07071182655299099,5.71333,3.0
"(2048, 49)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.07061702499563013,5.721,3.0
"(4096, 25)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.06928069829456301,5.83135,3.0
"(0, nan)",sklearn,500.0,1.0,100000.0,1000.0,0.1371830612875513,2.94497,4.0
"(0, nan)",sklearn,500.0,10.0,100000.0,1000.0,0.09719154914668707,4.15674,4.0
"(0, nan)",sklearn,500.0,100.0,100000.0,1000.0,0.08104134111383701,4.98511,4.0
"(0, nan)",daal4py,500.0,1.0,100000.0,1000.0,0.20708709447579798,1.95087,4.0
"(0, nan)",daal4py,500.0,10.0,100000.0,1000.0,0.1939296189090979,2.08323,4.0
"(0, nan)",daal4py,500.0,100.0,100000.0,1000.0,0.11128955393273593,3.63017,4.0
"(128, 8)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.12510761112590657,3.22922,4.0
"(256, 4)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.16090681344766744,2.51077,4.0
"(512, 2)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.19296444009266117,2.09365,4.0
"(1024, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.11239768750104329,3.59438,4.0
"(2048, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.11709228553127725,3.45027,4.0
"(4096, 1)",Parallel on X_train,500.0,1.0,100000.0,1000.0,0.11591076019096584,3.48544,4.0
"(128, 8)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.05757840068866048,7.01652,4.0
"(256, 4)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.08946663271068396,4.51565,4.0
"(512, 2)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.12342020608730453,3.27337,4.0
"(1024, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.08702639010656425,4.64227,4.0
"(2048, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.09788386709115313,4.12734,4.0
"(4096, 1)",Parallel on X_train,500.0,10.0,100000.0,1000.0,0.10081500446680342,4.00734,4.0
"(128, 8)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.0018971345473178698,212.95274,4.0
"(256, 4)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.003725180180234175,108.45113,4.0
"(512, 2)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.007161215988655499,56.415,4.0
"(1024, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.009080220829172501,44.49231,4.0
"(2048, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.016249345400751493,24.86254,4.0
"(4096, 1)",Parallel on X_train,500.0,100.0,100000.0,1000.0,0.02619335363102123,15.42376,4.0
"(128, 782)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.1794574521483811,2.25123,4.0
"(256, 391)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.21079763948385885,1.91653,4.0
"(512, 196)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.22766206834370212,1.77456,4.0
"(1024, 98)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.12086327491608378,3.34262,4.0
"(2048, 49)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.12023236988714824,3.36016,4.0
"(4096, 25)",Parallel on X_test,500.0,1.0,100000.0,1000.0,0.11736577741754618,3.44223,4.0
"(128, 782)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.16924514153334422,2.38707,4.0
"(256, 391)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.1947832794947206,2.0741,4.0
"(512, 196)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.206476408537084,1.95664,4.0
"(1024, 98)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.11127054993541349,3.63079,4.0
"(2048, 49)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.1123170677460967,3.59696,4.0
"(4096, 25)",Parallel on X_test,500.0,10.0,100000.0,1000.0,0.11076899455202989,3.64723,4.0
"(128, 782)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.11295264935471606,3.57672,4.0
"(256, 391)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.1263325109211954,3.19791,4.0
"(512, 196)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.13449540917897876,3.00382,4.0
"(1024, 98)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.07134368052158588,5.66273,4.0
"(2048, 49)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.07044500668704458,5.73497,4.0
"(4096, 25)",Parallel on X_test,500.0,100.0,100000.0,1000.0,0.0700639593767776,5.76616,4.0
