chunk_info,implementation,n_features,n_neighbors,n_samples_test,n_samples_train,throughput,time_elapsed,trial
"(256, 391)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.19986247087400258,2.02139,2.0
"(512, 196)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.215180906422937,1.87749,2.0
"(1024, 98)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.21596193938098038,1.8707,2.0
"(2048, 49)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.2109098882282003,1.91551,2.0
"(4096, 25)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.19298379700397428,2.09344,2.0
"(128, 8)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.17210604117764836,2.34739,2.0
"(256, 4)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.2055027951432161,1.96591,2.0
"(512, 2)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.21966191638710517,1.83919,2.0
"(1024, 1)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.11621785670108134,3.47623,2.0
"(2048, 1)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.11668881058286638,3.4622,2.0
"(4096, 1)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.10959885192489766,3.68617,2.0
"(128, 8)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.17511161198040828,2.3071,2.0
"(256, 4)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.2040960666040233,1.97946,2.0
"(512, 2)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.21806954475283652,1.85262,2.0
"(1024, 1)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.11687075656457832,3.45681,2.0
"(2048, 1)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.11623490960146388,3.47572,2.0
"(4096, 1)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.10944920500323743,3.69121,2.0
"(128, 8)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.16956479767645863,2.38257,2.0
"(256, 4)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.2001307785285434,2.01868,2.0
"(512, 2)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.21306218884482322,1.89616,2.0
"(1024, 1)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.11381532055634282,3.54961,2.0
"(2048, 1)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.11408497636407791,3.54122,2.0
"(4096, 1)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.10766815820823128,3.75227,2.0
"(0, nan)",sklearn,500.0,1.0,1000.0,100000.0,0.13856686194075923,2.91556,3.0
"(0, nan)",sklearn,500.0,10.0,1000.0,100000.0,0.10273963893628871,3.93227,3.0
"(0, nan)",sklearn,500.0,100.0,1000.0,100000.0,0.10323319202651356,3.91347,3.0
"(0, nan)",daal4py,500.0,1.0,1000.0,100000.0,0.21330404802508962,1.89401,3.0
"(0, nan)",daal4py,500.0,10.0,1000.0,100000.0,0.20953161386020508,1.92811,3.0
"(0, nan)",daal4py,500.0,100.0,1000.0,100000.0,0.20203232517202752,1.99968,3.0
"(128, 782)",Parallel on X_train,500.0,1.0,1000.0,100000.0,0.17434910387149954,2.31719,3.0
"(256, 391)",Parallel on X_train,500.0,1.0,1000.0,100000.0,0.20632667027568105,1.95806,3.0
"(512, 196)",Parallel on X_train,500.0,1.0,1000.0,100000.0,0.22274784833297498,1.81371,3.0
"(1024, 98)",Parallel on X_train,500.0,1.0,1000.0,100000.0,0.2142576819864445,1.88558,3.0
"(2048, 49)",Parallel on X_train,500.0,1.0,1000.0,100000.0,0.20916386228319958,1.9315,3.0
"(4096, 25)",Parallel on X_train,500.0,1.0,1000.0,100000.0,0.1861802630487479,2.16994,3.0
"(128, 782)",Parallel on X_train,500.0,10.0,1000.0,100000.0,0.173100076695331,2.33391,3.0
"(256, 391)",Parallel on X_train,500.0,10.0,1000.0,100000.0,0.20716780079072464,1.95011,3.0
"(512, 196)",Parallel on X_train,500.0,10.0,1000.0,100000.0,0.22330558595606848,1.80918,3.0
"(1024, 98)",Parallel on X_train,500.0,10.0,1000.0,100000.0,0.21688014687724796,1.86278,3.0
"(2048, 49)",Parallel on X_train,500.0,10.0,1000.0,100000.0,0.21001413956583215,1.92368,3.0
"(4096, 25)",Parallel on X_train,500.0,10.0,1000.0,100000.0,0.18349457237589134,2.2017,3.0
"(128, 782)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.16808610668475119,2.40353,3.0
"(256, 391)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.19876020859982288,2.0326,3.0
"(512, 196)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.2096686301476503,1.92685,3.0
"(1024, 98)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.20861518759875658,1.93658,3.0
"(2048, 49)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.20454660523517795,1.9751,3.0
"(4096, 25)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.1803136743820686,2.24054,3.0
"(128, 8)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.1736103650544681,2.32705,3.0
"(256, 4)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.2036259532365942,1.98403,3.0
"(512, 2)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.21846694605921319,1.84925,3.0
"(1024, 1)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.1119913955125824,3.60742,3.0
"(2048, 1)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.11111325025509292,3.63593,3.0
"(4096, 1)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.10151314896803341,3.97978,3.0
"(128, 8)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.1726643302846397,2.3398,3.0
"(256, 4)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.20597847422974758,1.96137,3.0
"(512, 2)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.21123299417540706,1.91258,3.0
"(1024, 1)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.11224373560487982,3.59931,3.0
"(2048, 1)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.10992449493231753,3.67525,3.0
"(4096, 1)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.1007629551480143,4.00941,3.0
"(128, 8)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.17034625828540587,2.37164,3.0
"(256, 4)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.19785493902737647,2.0419,3.0
"(512, 2)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.20705100937367069,1.95121,3.0
"(1024, 1)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.11033066427798958,3.66172,3.0
"(2048, 1)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.1099753644295028,3.67355,3.0
"(4096, 1)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.10089204551130292,4.00428,3.0
"(0, nan)",sklearn,500.0,1.0,1000.0,100000.0,0.14032065353302398,2.87912,4.0
"(0, nan)",sklearn,500.0,10.0,1000.0,100000.0,0.10433129835652381,3.87228,4.0
"(0, nan)",sklearn,500.0,100.0,1000.0,100000.0,0.10336393315116718,3.90852,4.0
"(0, nan)",daal4py,500.0,1.0,1000.0,100000.0,0.20710620344596015,1.95069,4.0
"(0, nan)",daal4py,500.0,10.0,1000.0,100000.0,0.20974918358764555,1.92611,4.0
"(0, nan)",daal4py,500.0,100.0,1000.0,100000.0,0.2034075804567608,1.98616,4.0
"(128, 782)",Parallel on X_train,500.0,1.0,1000.0,100000.0,0.17464908071467786,2.31321,4.0
"(256, 391)",Parallel on X_train,500.0,1.0,1000.0,100000.0,0.20625609451021834,1.95873,4.0
"(512, 196)",Parallel on X_train,500.0,1.0,1000.0,100000.0,0.22328830720933832,1.80932,4.0
"(1024, 98)",Parallel on X_train,500.0,1.0,1000.0,100000.0,0.22624434389140272,1.78568,4.0
"(2048, 49)",Parallel on X_train,500.0,1.0,1000.0,100000.0,0.21664521664521663,1.8648,4.0
"(4096, 25)",Parallel on X_train,500.0,1.0,1000.0,100000.0,0.2008581215788244,2.01137,4.0
"(128, 782)",Parallel on X_train,500.0,10.0,1000.0,100000.0,0.17151275095414578,2.35551,4.0
"(256, 391)",Parallel on X_train,500.0,10.0,1000.0,100000.0,0.20600788337098247,1.96109,4.0
"(512, 196)",Parallel on X_train,500.0,10.0,1000.0,100000.0,0.22199753824512047,1.81984,4.0
"(1024, 98)",Parallel on X_train,500.0,10.0,1000.0,100000.0,0.22742113440363876,1.77644,4.0
"(2048, 49)",Parallel on X_train,500.0,10.0,1000.0,100000.0,0.22056254367575123,1.83168,4.0
"(4096, 25)",Parallel on X_train,500.0,10.0,1000.0,100000.0,0.19952784993925268,2.02478,4.0
"(128, 782)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.16815116956630316,2.4026,4.0
"(256, 391)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.19918059862644272,2.02831,4.0
"(512, 196)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.21304870588731623,1.89628,4.0
"(1024, 98)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.21870703002349476,1.84722,4.0
"(2048, 49)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.21446468764598461,1.88376,4.0
"(4096, 25)",Parallel on X_train,500.0,100.0,1000.0,100000.0,0.19338748821245816,2.08907,4.0
"(128, 8)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.17168695179166382,2.35312,4.0
"(256, 4)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.20516466495696112,1.96915,4.0
"(512, 2)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.21922089761190305,1.84289,4.0
"(1024, 1)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.11596332803269936,3.48386,4.0
"(2048, 1)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.11496640647454376,3.51407,4.0
"(4096, 1)",Parallel on X_test,500.0,1.0,1000.0,100000.0,0.10872783055682644,3.7157,4.0
"(128, 8)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.1741597009971074,2.31971,4.0
"(256, 4)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.2018052579261013,2.00193,4.0
"(512, 2)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.21694886128697932,1.86219,4.0
"(1024, 1)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.11544374403493031,3.49954,4.0
"(2048, 1)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.11507578195987728,3.51073,4.0
"(4096, 1)",Parallel on X_test,500.0,10.0,1000.0,100000.0,0.1082767381900632,3.73118,4.0
"(128, 8)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.1674861326457005,2.41214,4.0
"(256, 4)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.2006825192610512,2.01313,4.0
"(512, 2)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.21670332028107064,1.8643,4.0
"(1024, 1)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.11317287436690421,3.56976,4.0
"(2048, 1)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.11243991839756418,3.59303,4.0
"(4096, 1)",Parallel on X_test,500.0,100.0,1000.0,100000.0,0.10727419975836752,3.76605,4.0
"(0, nan)",sklearn,50.0,1.0,100000.0,1000.0,0.028618181045413655,1.41169,0.0
"(0, nan)",sklearn,50.0,10.0,100000.0,1000.0,0.017765894759061047,2.27402,0.0
"(0, nan)",sklearn,50.0,100.0,100000.0,1000.0,0.012961762799740765,3.11686,0.0
"(0, nan)",daal4py,50.0,1.0,100000.0,1000.0,0.14750985833211624,0.27388,0.0
"(0, nan)",daal4py,50.0,10.0,100000.0,1000.0,0.08993966918230593,0.44919,0.0
"(0, nan)",daal4py,50.0,100.0,100000.0,1000.0,0.020362287430823665,1.98406,0.0
"(128, 8)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.03251613734043752,1.24246,0.0
"(256, 4)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.05229976568669333,0.77247,0.0
"(512, 2)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.06938600257621295,0.58225,0.0
"(1024, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.05703153674581439,0.70838,0.0
"(2048, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.06571456455967989,0.61478,0.0
"(4096, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.06760940507070538,0.59755,0.0
"(128, 8)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.007979316978366966,5.06309,0.0
"(256, 4)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.014373899275968192,2.81065,0.0
"(512, 2)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.024925501132136006,1.62083,0.0
"(1024, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.022648025024946464,1.78382,0.0
"(2048, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.031270560006192195,1.29195,0.0
"(4096, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.03691250639573131,1.09448,0.0
"(128, 8)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0001907128236388356,211.83683,0.0
"(256, 4)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0003758030115030139,107.50313,0.0
"(512, 2)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0007330787638695237,55.11004,0.0
"(1024, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0009634855664376957,41.93109,0.0
"(2048, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.001803647117334388,22.39906,0.0
"(4096, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.003150827131117304,12.82203,0.0
"(128, 782)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.12598228763876762,0.32068,0.0
"(256, 391)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.1347025873566284,0.29992,0.0
"(512, 196)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.13575268817204303,0.2976,0.0
"(1024, 98)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.08099113908824827,0.49882,0.0
"(2048, 49)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.0785533735174023,0.5143,0.0
"(4096, 25)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.07079025757841248,0.5707,0.0
"(128, 782)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.09168690284365567,0.44063,0.0
"(256, 391)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.0993092598510361,0.40681,0.0
"(512, 196)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.101637777050995,0.39749,0.0
"(1024, 98)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.05545108911978258,0.72857,0.0
"(2048, 49)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.054552574368391914,0.74057,0.0
"(4096, 25)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.04880936559906248,0.82771,0.0
"(128, 782)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.02558743428969536,1.5789,0.0
"(256, 391)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.026695741236329996,1.51335,0.0
"(512, 196)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.027484862915844614,1.4699,0.0
"(1024, 98)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.01378477328483641,2.93077,0.0
"(2048, 49)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.013786419694105283,2.93042,0.0
"(4096, 25)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.013677297041099601,2.9538,0.0
"(0, nan)",sklearn,50.0,1.0,100000.0,1000.0,0.028180213862712137,1.43363,1.0
"(0, nan)",sklearn,50.0,10.0,100000.0,1000.0,0.016934730029384275,2.38563,1.0
"(0, nan)",sklearn,50.0,100.0,100000.0,1000.0,0.01251238850346878,3.2288,1.0
"(0, nan)",daal4py,50.0,1.0,100000.0,1000.0,0.14893460148934604,0.27126,1.0
"(0, nan)",daal4py,50.0,10.0,100000.0,1000.0,0.09308326805216349,0.43402,1.0
"(0, nan)",daal4py,50.0,100.0,100000.0,1000.0,0.020631297269417162,1.95819,1.0
"(128, 8)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.03217098400210226,1.25579,1.0
"(256, 4)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.05331151607922831,0.75781,1.0
"(512, 2)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.07629551291735912,0.52952,1.0
"(1024, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.05619227773450539,0.71896,1.0
"(2048, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.06336260978670014,0.6376,1.0
"(4096, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.0611361641596804,0.66082,1.0
"(128, 8)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.00799558263850269,5.05279,1.0
"(256, 4)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.014617185323477588,2.76387,1.0
"(512, 2)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.023888080793746526,1.69122,1.0
"(1024, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.022558364183571482,1.79091,1.0
"(2048, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.030778372860179336,1.31261,1.0
"(4096, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.03694964239331248,1.09338,1.0
"(128, 8)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0001905039532163787,212.06909,1.0
"(256, 4)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0003779754456297759,106.88525,1.0
"(512, 2)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0007364548812010777,54.8574,1.0
"(1024, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0009620399056057874,41.9941,1.0
"(2048, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.001808529544613156,22.33859,1.0
"(4096, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0032121565815021124,12.57722,1.0
"(128, 782)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.12516264948261974,0.32278,1.0
"(256, 391)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.1365510714527141,0.29586,1.0
"(512, 196)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.1315018553479591,0.30722,1.0
"(1024, 98)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.07874015748031497,0.51308,1.0
"(2048, 49)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.07871407696054554,0.51325,1.0
"(4096, 25)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.07153481124725546,0.56476,1.0
"(128, 782)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.09034595344052598,0.44717,1.0
"(256, 391)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.09522462640833451,0.42426,1.0
"(512, 196)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.09622025865148737,0.41987,1.0
"(1024, 98)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.05674476094162593,0.71196,1.0
"(2048, 49)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.05651140019583159,0.7149,1.0
"(4096, 25)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.050513891320113025,0.79978,1.0
"(128, 782)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.02560738303954566,1.57767,1.0
"(256, 391)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.026499449021356983,1.52456,1.0
"(512, 196)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.027015460332744875,1.49544,1.0
"(1024, 98)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.01423763457912636,2.83755,1.0
"(2048, 49)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.013784302954412853,2.93087,1.0
"(4096, 25)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.013776641091219096,2.9325,1.0
"(0, nan)",sklearn,50.0,1.0,100000.0,1000.0,0.028511944669889554,1.41695,2.0
"(0, nan)",sklearn,50.0,10.0,100000.0,1000.0,0.016550390613798274,2.44103,2.0
"(0, nan)",sklearn,50.0,100.0,100000.0,1000.0,0.012354928974449151,3.26995,2.0
"(0, nan)",daal4py,50.0,1.0,100000.0,1000.0,0.14657862274145564,0.27562,2.0
"(0, nan)",daal4py,50.0,10.0,100000.0,1000.0,0.09010013604228462,0.44839,2.0
"(0, nan)",daal4py,50.0,100.0,100000.0,1000.0,0.020770460703213766,1.94507,2.0
"(128, 8)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.032863697003221296,1.22932,2.0
"(256, 4)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.05205045286470747,0.77617,2.0
"(512, 2)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.07044586653646968,0.57349,2.0
"(1024, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.05598979987804202,0.72156,2.0
"(2048, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.06664687056649839,0.60618,2.0
"(4096, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.06459865685960986,0.6254,2.0
"(128, 8)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.008016016159018712,5.03991,2.0
"(256, 4)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.014168130823750557,2.85147,2.0
"(512, 2)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.024806886981296593,1.62858,2.0
"(1024, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.023390052280240617,1.72723,2.0
"(2048, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.03151793167474119,1.28181,2.0
"(4096, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.0365306712962963,1.10592,2.0
"(128, 8)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.00019156987290619226,210.88911,2.0
"(256, 4)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0003776084542420337,106.98913,2.0
"(512, 2)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0007382657771416835,54.72284,2.0
"(1024, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.000965774759333233,41.8317,2.0
"(2048, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0018046816300384789,22.38622,2.0
"(4096, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0032226388785854846,12.53631,2.0
"(128, 782)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.12530240059549658,0.32242,2.0
"(256, 391)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.13737758433079433,0.29408,2.0
"(512, 196)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.13658338686230095,0.29579,2.0
"(1024, 98)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.08051818634778277,0.50175,2.0
"(2048, 49)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.07672877139004425,0.52653,2.0
"(4096, 25)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.0660843393201819,0.61134,2.0
"(128, 782)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.08018736850462467,0.50382,2.0
"(256, 391)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.09999504975001239,0.40402,2.0
"(512, 196)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.10182991379744921,0.39674,2.0
"(1024, 98)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.05523351197637537,0.73144,2.0
"(2048, 49)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.054674389649759104,0.73892,2.0
"(4096, 25)",Parallel on X_test,50.0,10.0,100000.0,1000.0,0.05067800649782361,0.79719,2.0
"(128, 782)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.025071677692412715,1.61138,2.0
"(256, 391)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.026959753892147637,1.49853,2.0
"(512, 196)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.027824457974048877,1.45196,2.0
"(1024, 98)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.014065774905821978,2.87222,2.0
"(2048, 49)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.013974741692119836,2.89093,2.0
"(4096, 25)",Parallel on X_test,50.0,100.0,100000.0,1000.0,0.01394060061904548,2.89801,2.0
"(0, nan)",sklearn,50.0,1.0,100000.0,1000.0,0.02877964338887425,1.40377,3.0
"(0, nan)",sklearn,50.0,10.0,100000.0,1000.0,0.01568858926962627,2.57512,3.0
"(0, nan)",sklearn,50.0,100.0,100000.0,1000.0,0.011934584298340975,3.38512,3.0
"(0, nan)",daal4py,50.0,1.0,100000.0,1000.0,0.1452871579098788,0.27807,3.0
"(0, nan)",daal4py,50.0,10.0,100000.0,1000.0,0.08947158612747486,0.45154,3.0
"(0, nan)",daal4py,50.0,100.0,100000.0,1000.0,0.020482972261796722,1.97237,3.0
"(128, 8)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.03252268135017428,1.24221,3.0
"(256, 4)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.05300515619464963,0.76219,3.0
"(512, 2)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.07388576967391502,0.54679,3.0
"(1024, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.055844299458144425,0.72344,3.0
"(2048, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.0655684492412562,0.61615,3.0
"(4096, 1)",Parallel on X_train,50.0,1.0,100000.0,1000.0,0.06371938236361056,0.63403,3.0
"(128, 8)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.007926293319939728,5.09696,3.0
"(256, 4)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.014420382711246115,2.80159,3.0
"(512, 2)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.023969859681390728,1.68545,3.0
"(1024, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.02275812729904968,1.77519,3.0
"(2048, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.030627406980622857,1.31908,3.0
"(4096, 1)",Parallel on X_train,50.0,10.0,100000.0,1000.0,0.03677173309546997,1.09867,3.0
"(128, 8)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.00019148768058793167,210.97963,3.0
"(256, 4)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.00037907808023225105,106.57435,3.0
"(512, 2)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0007397171533999432,54.61547,3.0
"(1024, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0009691154422788606,41.6875,3.0
"(2048, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.001800011584232968,22.4443,3.0
"(4096, 1)",Parallel on X_train,50.0,100.0,100000.0,1000.0,0.0031880583540938533,12.67229,3.0
"(128, 782)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.12331359501861912,0.32762,3.0
"(256, 391)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.14264025703491864,0.28323,3.0
"(512, 196)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.14539172994565802,0.27787,3.0
"(1024, 98)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.0793931533231144,0.50886,3.0
"(2048, 49)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.07730577879831613,0.5226,3.0
"(4096, 25)",Parallel on X_test,50.0,1.0,100000.0,1000.0,0.07032569150695424,0.57447,3.0
